Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,fantasy_points,season,player_type,GS,W,L,SV,IP,ER,ERA,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,IP_numeric
Ian Hamilton,28,630,Maj-AL,New York,39,,209,19,45,9,1,2,,26,1,69,3,,1,6,2,2,,,,,192.6,2023,pitcher,3.0,3.0,2.0,2.0,58.0,17.0,2.64,2.0,239.0,979.0,0.63,0.16,0.15,0.56,0.25,0.04,1.224,0.309,10.7,2.65,58.0
Brad Hand,33,619,Maj-NL,"Atlanta,Colorado",61,,204,34,55,14,3,7,,23,3,61,5,,4,3,13,1,,,,,129.7,2023,pitcher,0.0,5.0,3.0,1.0,54.2,34.0,5.6,1.0,241.0,992.0,0.63,0.18,0.09,0.39,0.33,0.07,1.427,0.343,10.0,2.65,54.2
Hogan Harris,26,669,Maj-AL,Oakland,14,,249,51,67,20,0,10,,28,0,56,3,,2,5,4,0,,,,,97.45000000000002,2023,pitcher,6.0,3.0,6.0,,63.0,50.0,7.14,1.0,284.0,1109.0,0.64,0.18,0.09,0.39,0.25,0.08,1.508,0.308,8.0,2.0,63.0
Hunter Harvey,28,629,Maj-NL,Washington,57,,217,21,44,7,0,7,,13,1,67,2,,3,4,6,0,,,,,199.6,2023,pitcher,0.0,4.0,4.0,10.0,60.2,19.0,2.82,1.0,235.0,963.0,0.67,0.16,0.12,0.44,0.21,0.04,0.94,0.253,9.9,5.15,60.2
Andrew Heaney,32,599,Maj-AL,Texas,39,,610,79,154,38,3,23,,64,0,155,10,,3,13,11,4,,,,,385.95000000000005,2023,pitcher,31.0,11.0,6.0,,158.1,73.0,4.15,0.0,688.0,2772.0,0.63,0.15,0.11,0.43,0.21,0.06,1.377,0.301,8.8,2.42,158.1
Kyle Hendricks,33,631,Maj-NL,Chicago,24,,542,68,138,30,3,13,,27,0,93,4,,4,2,23,2,,,,,281.35,2023,pitcher,24.0,6.0,8.0,,137.0,57.0,3.74,0.0,578.0,2108.0,0.66,0.19,0.09,0.47,0.23,0.08,1.204,0.284,6.1,3.44,137.0
Tommy Henry,25,694,Maj-NL,Arizona,17,,342,42,86,17,2,12,,35,2,64,4,,0,5,10,3,,,,,173.75,2023,pitcher,16.0,5.0,4.0,,89.0,41.0,4.15,1.0,381.0,1391.0,0.63,0.14,0.1,0.37,0.24,0.09,1.36,0.278,6.5,1.83,89.0
Sam Hentges,26,631,Maj-AL,Cleveland,56,,204,24,53,8,1,2,,18,0,56,0,,1,7,6,0,,,,,147.64999999999998,2023,pitcher,0.0,3.0,2.0,,52.1,21.0,3.61,0.0,223.0,853.0,0.64,0.19,0.12,0.58,0.26,0.01,1.357,0.347,9.6,3.11,52.1
Carlos Hern\xc3\xa1ndez,26,629,Maj-AL,Kansas City,67,,266,43,62,17,2,10,,31,1,77,1,,2,5,3,1,,,,,179.60000000000002,2023,pitcher,4.0,1.0,10.0,4.0,70.0,41.0,5.27,0.0,300.0,1249.0,0.64,0.12,0.14,0.33,0.29,0.06,1.329,0.287,9.9,2.48,70.0
Jose Hernandez,25,630,Maj-NL,Pittsburgh,50,,197,30,47,15,1,9,,22,3,62,1,,1,0,7,0,,,,,146.50000000000003,2023,pitcher,0.0,1.0,3.0,,50.2,28.0,4.97,0.0,223.0,868.0,0.64,0.19,0.12,0.4,0.22,0.09,1.362,0.299,11.0,2.82,50.2
Jordan Hicks,26,627,"Maj-AL,Maj-NL","St. Louis,Toronto",66,,251,30,58,11,1,4,,34,1,83,4,,2,6,2,2,,,,,212.89999999999998,2023,pitcher,0.0,3.0,9.0,12.0,66.2,24.0,3.24,0.0,291.0,1143.0,0.61,0.2,0.1,0.59,0.21,0.04,1.38,0.325,11.2,2.44,66.2
Rich Hill,43,629,Maj-NL,"Pittsburgh,San Diego",32,,587,98,165,44,4,23,,58,0,129,7,,4,11,25,2,,,,,275.75,2023,pitcher,27.0,8.0,14.0,,146.1,88.0,5.41,1.0,660.0,2531.0,0.65,0.2,0.08,0.39,0.28,0.08,1.524,0.323,7.9,2.22,146.1
Bryan Hoeing,26,629,Maj-NL,Miami,33,,274,45,71,24,2,13,,25,2,53,2,,3,5,6,1,,,,,122.7,2023,pitcher,7.0,2.0,3.0,,70.2,43.0,5.48,0.0,304.0,1125.0,0.63,0.19,0.09,0.45,0.23,0.01,1.358,0.275,6.8,2.12,70.2
Jeff Hoffman,30,606,Maj-NL,Philadelphia,62,,208,18,34,7,1,4,,20,1,78,3,,1,2,11,1,,,,,225.79999999999998,2023,pitcher,0.0,6.0,3.0,1.0,59.1,16.0,2.43,0.0,235.0,977.0,0.66,0.14,0.17,0.46,0.18,0.1,0.91,0.236,11.8,3.9,59.1
Colin Holderman,27,639,Maj-NL,Pittsburgh,58,,215,25,55,11,0,4,,20,2,58,2,,2,3,6,2,,,,,150.3,2023,pitcher,0.0,0.0,3.0,2.0,56.0,24.0,3.86,0.0,240.0,929.0,0.63,0.15,0.1,0.54,0.2,0.07,1.339,0.329,9.3,2.9,56.0
Clay Holmes,30,630,Maj-AL,New York,66,,234,22,51,9,1,2,,23,0,71,3,,2,6,2,0,,,,,200.04999999999998,2023,pitcher,0.0,4.0,4.0,24.0,63.0,20.0,2.86,0.0,262.0,1024.0,0.64,0.2,0.11,0.67,0.21,0.02,1.175,0.301,10.1,3.09,63.0
Tyler Holton,27,630,Maj-AL,Detroit,59,,303,21,56,9,0,9,,18,1,74,1,,1,6,1,0,,,,,257.5,2023,pitcher,1.0,3.0,2.0,1.0,85.1,20.0,2.11,0.0,324.0,1195.0,0.67,0.18,0.12,0.46,0.25,0.06,0.867,0.213,7.8,4.11,85.1
Brent Honeywell Jr.,28,670,"Maj-AL,Maj-NL","Chicago,San Diego",40,,204,29,53,4,2,10,,23,0,45,5,,1,5,6,0,,,,,105.65,2023,pitcher,0.0,2.0,4.0,,52.1,28.0,4.82,3.0,234.0,942.0,0.61,0.14,0.11,0.5,0.22,0.04,1.452,0.287,7.7,1.96,52.1
Tanner Houck,27,629,Maj-AL,Boston,21,,410,61,104,24,0,14,,41,0,99,6,,4,8,4,2,,,,,230.40000000000003,2023,pitcher,21.0,6.0,10.0,,106.0,59.0,5.01,0.0,463.0,1740.0,0.63,0.16,0.13,0.53,0.21,0.04,1.368,0.299,8.4,2.41,106.0
Adrian Houser,30,629,Maj-NL,Milwaukee,23,,443,56,121,18,1,13,,34,0,96,1,,3,8,4,1,,,,,249.39999999999998,2023,pitcher,21.0,8.0,5.0,,111.1,51.0,4.12,2.0,481.0,1858.0,0.64,0.19,0.07,0.47,0.21,0.05,1.392,0.32,7.8,2.82,111.1
Dakota Hudson,28,632,Maj-NL,St. Louis,18,,311,46,88,22,0,9,,34,0,45,6,,2,15,2,0,,,,,108.69999999999999,2023,pitcher,12.0,6.0,3.0,,81.1,45.0,4.98,0.0,354.0,1318.0,0.61,0.14,0.09,0.52,0.25,0.03,1.5,0.305,5.0,1.32,81.1
Raisel Iglesias,33,618,Maj-NL,Atlanta,61,,220,23,51,9,0,7,,15,2,70,0,,2,5,0,0,,,,,199.4,2023,pitcher,0.0,5.0,4.0,34.0,58.0,17.0,2.64,0.0,237.0,894.0,0.68,0.14,0.17,0.42,0.22,0.07,1.138,0.303,10.9,4.67,58.0
Cole Irvin,29,629,Maj-AL,Baltimore,24,,305,42,78,15,1,11,,21,0,68,7,,3,3,0,1,,,,,176.9,2023,pitcher,12.0,1.0,4.0,,77.1,38.0,4.42,0.0,336.0,1273.0,0.67,0.17,0.09,0.42,0.24,0.06,1.28,0.293,7.9,3.24,77.1
Jake Irvin,26,639,Maj-NL,Washington,24,,462,66,118,17,2,20,,54,0,99,8,,6,15,5,0,,,,,240.74999999999997,2023,pitcher,24.0,3.0,7.0,,121.0,62.0,4.61,1.0,530.0,2147.0,0.62,0.19,0.07,0.42,0.21,0.07,1.421,0.281,7.4,1.83,121.0
Andre Jackson,27,629,Maj-NL,"Los Angeles,Pittsburgh",19,,231,34,52,11,1,11,,22,0,57,2,,2,3,4,1,,,,,144.90000000000003,2023,pitcher,7.0,1.0,3.0,2.0,61.1,34.0,4.99,2.0,257.0,1001.0,0.65,0.17,0.11,0.37,0.26,0.08,1.207,0.248,8.4,2.59,61.1
Cristian Javier,26,607,Maj-AL,Houston,34,,652,90,151,35,4,27,,69,0,171,8,,6,8,24,3,,,,,422.95,2023,pitcher,34.0,12.0,6.0,,173.0,87.0,4.53,3.0,736.0,3079.0,0.62,0.14,0.12,0.26,0.23,0.11,1.272,0.27,8.9,2.48,173.0
Griffin Jax,28,619,Maj-AL,Minnesota,75,,262,30,59,10,2,5,,19,1,73,4,,0,5,9,0,,,,,198.54999999999998,2023,pitcher,0.0,6.0,10.0,4.0,69.0,28.0,3.65,1.0,286.0,1098.0,0.68,0.19,0.12,0.57,0.2,0.06,1.13,0.293,9.5,3.84,69.0
Joe Jim\xc3\xa9nez,28,621,Maj-NL,Atlanta,60,,223,22,52,12,1,9,,15,0,74,2,,1,2,8,0,,,,,200.10000000000002,2023,pitcher,0.0,0.0,3.0,,57.1,19.0,2.98,0.0,243.0,958.0,0.67,0.16,0.15,0.29,0.31,0.09,1.169,0.305,11.6,4.93,57.1
Pierce Johnson,32,618,Maj-NL,"Atlanta,Colorado",70,,255,34,65,14,0,10,,32,1,94,0,,1,7,1,0,,,,,223.3,2023,pitcher,0.0,2.0,6.0,13.0,65.1,28.0,3.86,0.0,290.0,1132.0,0.66,0.19,0.15,0.38,0.34,0.05,1.485,0.362,12.9,2.94,65.1
Jakob Junis,30,637,Maj-NL,San Francisco,40,,335,42,90,23,1,12,,21,1,96,5,,4,8,5,2,,,,,244.4,2023,pitcher,4.0,4.0,3.0,1.0,86.0,37.0,3.87,1.0,367.0,1391.0,0.67,0.21,0.12,0.43,0.23,0.07,1.291,0.338,10.0,4.57,86.0
James Kaprielian,29,729,Maj-AL,Oakland,14,,241,45,66,16,0,9,,31,1,57,5,,1,4,10,2,,,,,106.55000000000001,2023,pitcher,11.0,2.0,6.0,,61.0,43.0,6.34,0.0,280.0,1091.0,0.65,0.17,0.11,0.32,0.24,0.1,1.59,0.324,8.4,1.84,61.0
Mitch Keller,27,634,Maj-NL,Pittsburgh,32,,752,97,187,38,2,25,,55,0,210,12,,5,15,12,2,,,,,525.3499999999999,2023,pitcher,32.0,13.0,9.0,,194.1,91.0,4.21,2.0,825.0,3121.0,0.66,0.19,0.1,0.44,0.25,0.05,1.245,0.31,9.7,3.82,194.1
Kevin Kelly,25,629,Maj-AL,Tampa Bay,57,,251,27,53,18,0,2,,15,1,56,10,,0,5,7,2,,,,,172.45,2023,pitcher,0.0,5.0,2.0,1.0,67.0,23.0,3.09,1.0,276.0,1066.0,0.65,0.21,0.09,0.48,0.25,0.08,1.015,0.264,7.5,3.73,67.0
Merrill Kelly,34,602,Maj-NL,Arizona,34,,728,77,155,32,3,24,,77,0,215,4,,3,19,14,5,,,,,602.65,2023,pitcher,34.0,15.0,9.0,,201.2,71.0,3.17,4.0,813.0,3164.0,0.65,0.16,0.12,0.45,0.23,0.07,1.15,0.266,9.6,2.79,201.2
Clayton Kershaw,35,623,Maj-NL,Los Angeles,25,,486,45,106,22,0,20,,41,0,137,3,,1,16,6,4,,,,,399.49999999999994,2023,pitcher,25.0,13.0,6.0,,132.0,42.0,2.86,1.0,531.0,2061.0,0.66,0.16,0.13,0.47,0.22,0.07,1.114,0.261,9.3,3.34,132.0
Yusei Kikuchi,32,626,Maj-AL,Toronto,33,,653,79,168,27,1,27,,49,0,181,4,,0,17,14,1,,,,,466.90000000000003,2023,pitcher,32.0,11.0,6.0,,169.1,73.0,3.88,2.0,708.0,2839.0,0.64,0.16,0.12,0.41,0.26,0.08,1.281,0.317,9.6,3.69,169.1
Craig Kimbrel,35,607,Maj-NL,Philadelphia,78,,266,32,50,10,0,11,,33,1,99,5,,3,4,14,0,,,,,258.45,2023,pitcher,0.0,8.0,8.0,26.0,75.0,29.0,3.48,2.0,307.0,1254.0,0.64,0.17,0.14,0.35,0.28,0.06,1.107,0.245,11.9,3.0,75.0
Michael King,28,629,Maj-AL,New York,49,,390,35,88,13,2,10,,32,1,127,5,,1,9,3,3,,,,,353.0,2023,pitcher,9.0,4.0,8.0,6.0,104.2,32.0,2.75,2.0,431.0,1681.0,0.64,0.22,0.12,0.43,0.25,0.06,1.146,0.307,10.9,3.97,104.2
George Kirby,25,629,Maj-AL,Seattle,31,,727,74,179,28,7,22,,19,1,172,6,,3,18,17,4,,,,,511.1,2023,pitcher,31.0,13.0,10.0,,190.2,71.0,3.35,0.0,757.0,2825.0,0.71,0.16,0.11,0.45,0.22,0.07,1.038,0.293,8.1,9.05,190.2
Corey Kluber,37,732,Maj-AL,Boston,15,,232,47,69,16,2,17,,21,0,42,4,,0,1,3,0,,,,,67.85,2023,pitcher,9.0,3.0,6.0,1.0,55.0,43.0,7.04,0.0,257.0,990.0,0.65,0.16,0.1,0.31,0.25,0.11,1.636,0.301,6.9,2.0,55.0
Michael Kopech,27,640,Maj-AL,Chicago,30,,483,80,115,21,2,29,,91,0,134,11,,5,11,32,7,,,,,275.29999999999995,2023,pitcher,27.0,5.0,12.0,,129.1,78.0,5.43,0.0,591.0,2430.0,0.58,0.16,0.1,0.36,0.2,0.09,1.593,0.265,9.3,1.47,129.1
Dean Kremer,27,620,Maj-AL,Baltimore,33,,685,91,178,28,1,29,,56,1,157,5,,2,10,9,6,,,,,395.34999999999997,2023,pitcher,33.0,13.0,6.0,,174.1,85.0,4.39,1.0,748.0,2980.0,0.64,0.16,0.1,0.4,0.28,0.05,1.342,0.297,8.1,2.8,174.1
Peter Lambert,26,650,Maj-NL,Colorado,25,,341,54,93,17,9,18,,28,0,71,5,,1,5,4,5,,,,,161.39999999999998,2023,pitcher,11.0,3.0,7.0,,87.1,52.0,5.36,6.0,375.0,1450.0,0.63,0.15,0.1,0.41,0.21,0.06,1.385,0.296,7.3,2.54,87.1
Alex Lange,27,629,Maj-AL,Detroit,67,,232,30,43,12,0,6,,45,1,79,6,,4,5,7,2,,,,,198.6,2023,pitcher,0.0,7.0,5.0,26.0,66.0,27.0,3.68,0.0,288.0,1147.0,0.58,0.17,0.15,0.51,0.23,0.04,1.333,0.245,10.8,1.76,66.0
Derek Law,32,637,Maj-NL,Cincinnati,54,,209,24,50,6,1,6,,26,0,45,3,,0,7,5,1,,,,,124.85000000000001,2023,pitcher,3.0,4.0,6.0,2.0,55.0,22.0,3.6,0.0,240.0,960.0,0.62,0.14,0.11,0.42,0.26,0.07,1.382,0.278,7.4,1.73,55.0
Justin Lawrence,28,629,Maj-NL,Colorado,69,,277,37,65,12,3,5,,36,4,78,7,,3,9,8,0,,,,,200.45000000000002,2023,pitcher,0.0,4.0,7.0,11.0,75.0,31.0,3.72,0.0,326.0,1187.0,0.63,0.21,0.1,0.49,0.26,0.06,1.347,0.305,9.4,2.17,75.0
Jos\xc3\xa9 Leclerc,29,599,Maj-AL,Texas,70,,251,24,46,8,0,8,,34,2,81,2,,1,4,2,3,,,,,234.3,2023,pitcher,0.0,1.0,3.0,8.0,70.2,22.0,2.8,0.0,288.0,1218.0,0.6,0.13,0.16,0.29,0.21,0.16,1.132,0.233,10.3,2.38,70.2
Mark Leiter Jr.,32,631,Maj-NL,Chicago,69,,233,27,48,12,2,7,,24,0,77,8,,3,4,9,1,,,,,207.24999999999997,2023,pitcher,0.0,1.0,3.0,4.0,64.1,25.0,3.5,0.0,269.0,1056.0,0.61,0.16,0.13,0.46,0.27,0.04,1.119,0.27,10.8,3.21,64.1
Dominic Leone,31,631,"Maj-AL,Maj-NL","Los Angeles,New York,Seattle",51,,201,28,49,7,2,14,,28,3,54,2,,4,6,9,0,,,,,132.6,2023,pitcher,0.0,1.0,3.0,1.0,54.0,28.0,4.67,0.0,235.0,886.0,0.62,0.12,0.16,0.37,0.25,0.04,1.426,0.255,9.0,1.93,54.0
Matthew Liberatore,23,630,Maj-NL,St. Louis,22,,241,42,66,22,2,5,,25,1,46,5,,4,4,6,1,,,,,103.65,2023,pitcher,11.0,3.0,6.0,,61.2,36.0,5.25,1.0,275.0,1059.0,0.61,0.16,0.08,0.44,0.25,0.07,1.476,0.314,6.7,1.84,61.2
Zack Littell,27,626,Maj-AL,"Boston,Tampa Bay",29,,366,43,94,20,1,13,,12,1,78,5,,2,4,1,0,,,,,216.9,2023,pitcher,14.0,3.0,6.0,,92.0,41.0,4.01,0.0,386.0,1368.0,0.69,0.16,0.11,0.42,0.24,0.07,1.152,0.292,7.6,6.5,92.0
Ben Lively,31,630,Maj-NL,Cincinnati,19,,355,53,96,14,2,20,,25,0,79,3,,0,6,7,0,,,,,179.6,2023,pitcher,12.0,4.0,7.0,,88.2,53.0,5.38,0.0,383.0,1383.0,0.64,0.19,0.08,0.39,0.29,0.06,1.365,0.297,8.0,3.16,88.2
Jorge L\xc3\xb3pez,30,631,"Maj-AL,Maj-NL","Baltimore,Miami,Minnesota",61,,231,42,67,15,0,12,,22,3,49,8,,4,5,7,1,,,,,97.05000000000001,2023,pitcher,0.0,6.0,2.0,3.0,59.0,39.0,5.95,0.0,266.0,967.0,0.65,0.18,0.1,0.47,0.28,0.06,1.508,0.316,7.5,2.23,59.0
Pablo L\xc3\xb3pez,27,622,Maj-AL,Minnesota,34,,786,82,187,27,5,24,,51,1,244,10,,4,11,8,3,,,,,646.6999999999999,2023,pitcher,34.0,13.0,8.0,,206.2,80.0,3.48,2.0,853.0,3224.0,0.67,0.16,0.14,0.44,0.22,0.07,1.152,0.312,10.6,4.78,206.2
Reynaldo L\xc3\xb3pez,29,631,Maj-AL,"Chicago,Cleveland,Los Angeles",68,,241,25,50,5,1,8,,34,2,83,1,,1,2,7,1,,,,,218.0,2023,pitcher,0.0,3.0,7.0,6.0,66.0,24.0,3.27,0.0,278.0,1203.0,0.64,0.13,0.14,0.4,0.21,0.08,1.273,0.278,11.3,2.44,66.0
Michael Lorenzen,31,607,"Maj-AL,Maj-NL","Detroit,Philadelphia",31,,576,76,140,26,1,20,,49,0,112,2,,4,20,3,3,,,,,320.15000000000003,2023,pitcher,25.0,9.0,9.0,1.0,155.2,71.0,4.1,2.0,635.0,2405.0,0.66,0.16,0.09,0.42,0.23,0.05,1.214,0.268,6.5,2.29,155.2
Seth Lugo,33,634,Maj-NL,San Diego,26,,563,62,140,29,3,19,,36,0,140,3,,2,12,6,1,,,,,388.34999999999997,2023,pitcher,26.0,8.0,7.0,,146.1,58.0,3.57,1.0,604.0,2378.0,0.65,0.19,0.09,0.45,0.26,0.04,1.203,0.298,8.6,3.89,146.1
Jes\xc3\xbas Luzardo,25,627,Maj-NL,Miami,33,,696,82,170,46,3,22,,55,1,213,6,,2,18,11,4,,,,,552.9,2023,pitcher,33.0,10.0,11.0,,182.2,74.0,3.65,5.0,760.0,3079.0,0.64,0.16,0.14,0.41,0.22,0.09,1.232,0.32,10.5,3.87,182.2
Jordan Lyles,32,631,Maj-AL,Kansas City,31,,689,130,176,48,2,39,,45,0,120,6,,5,13,9,2,,,,,258.04999999999995,2023,pitcher,31.0,6.0,17.0,,177.2,124.0,6.28,1.0,748.0,2818.0,0.63,0.15,0.09,0.34,0.23,0.1,1.244,0.256,6.1,2.67,177.2
Daniel Lynch IV,26,704,Maj-AL,Kansas City,9,,204,29,50,8,1,9,,16,0,34,1,,2,1,9,1,,,,,94.05000000000001,2023,pitcher,9.0,3.0,4.0,,52.1,27.0,4.64,1.0,223.0,808.0,0.63,0.14,0.11,0.4,0.17,0.11,1.261,0.252,5.8,2.13,52.1
Lance Lynn,36,619,"Maj-AL,Maj-NL","Chicago,Los Angeles",33,,743,131,195,26,3,48,,67,1,192,9,,2,13,7,3,,,,,401.15000000000003,2023,pitcher,33.0,13.0,12.0,,186.1,121.0,5.84,0.0,822.0,3217.0,0.64,0.14,0.13,0.36,0.24,0.09,1.406,0.291,9.3,2.87,186.1
Andr\xc3\xa9s Machado,30,630,Maj-NL,Washington,44,,188,29,53,9,0,12,,13,2,43,1,,2,8,11,0,,,,,102.80000000000001,2023,pitcher,0.0,4.0,1.0,,50.0,29.0,5.22,0.0,207.0,775.0,0.65,0.15,0.11,0.44,0.24,0.03,1.32,0.304,7.7,3.31,50.0
Kenta Maeda,35,620,Maj-AL,Minnesota,23,,411,53,100,22,1,17,,31,0,121,3,,3,10,13,1,,,,,303.84999999999997,2023,pitcher,20.0,6.0,8.0,,108.1,52.0,4.32,1.0,448.0,1769.0,0.64,0.16,0.13,0.34,0.27,0.06,1.209,0.301,10.1,3.9,108.1
Sean Manaea,31,633,Maj-NL,San Francisco,37,,444,68,104,19,5,14,,42,0,128,8,,5,12,8,2,,,,,314.85,2023,pitcher,10.0,7.0,6.0,1.0,117.2,58.0,4.44,1.0,499.0,2052.0,0.66,0.16,0.11,0.42,0.26,0.07,1.241,0.293,9.8,3.05,117.2
Matt Manning,25,654,Maj-AL,Detroit,15,,283,37,60,9,2,11,,21,0,50,5,,5,4,0,2,,,,,164.4,2023,pitcher,15.0,5.0,4.0,,78.0,31.0,3.58,4.0,316.0,1179.0,0.66,0.19,0.08,0.38,0.21,0.1,1.038,0.216,5.8,2.38,78.0
Alek Manoah,25,681,Maj-AL,Toronto,19,,346,61,93,17,2,15,,59,1,79,9,,1,7,15,2,,,,,146.39999999999998,2023,pitcher,19.0,3.0,9.0,,87.1,57.0,5.87,2.0,415.0,1689.0,0.61,0.15,0.09,0.39,0.24,0.08,1.74,0.308,8.1,1.34,87.1
Alec Marsh,25,630,Maj-AL,Kansas City,17,,290,50,77,17,5,16,,39,0,85,9,,1,5,11,1,,,,,170.75,2023,pitcher,8.0,3.0,9.0,,74.1,47.0,5.69,3.0,342.0,1342.0,0.62,0.16,0.12,0.36,0.27,0.04,1.561,0.321,10.3,2.18,74.1
Chris Martin,37,638,Maj-AL,Boston,55,,190,6,45,6,0,2,,8,3,46,0,,1,4,4,0,,,,,166.2,2023,pitcher,0.0,4.0,1.0,3.0,51.1,6.0,1.05,1.0,199.0,722.0,0.75,0.16,0.12,0.5,0.3,0.04,1.032,0.301,8.1,5.75,51.1
Adri\xc3\xa1n Martinez,26,631,Maj-AL,Oakland,22,,212,31,59,8,2,8,,19,0,47,5,,5,3,9,3,,,,,112.44999999999999,2023,pitcher,1.0,0.0,2.0,,55.0,29.0,4.75,0.0,241.0,943.0,0.6,0.15,0.1,0.38,0.31,0.06,1.418,0.315,7.7,2.47,55.0
Nick Martinez,32,631,Maj-NL,San Diego,63,,413,45,99,11,0,12,,40,1,106,3,,1,8,12,1,,,,,293.55,2023,pitcher,9.0,6.0,4.0,1.0,110.1,42.0,3.43,1.0,461.0,1751.0,0.65,0.18,0.13,0.54,0.2,0.05,1.26,0.294,8.6,2.65,110.1
Phil Maton,30,607,Maj-AL,Houston,74,,256,27,50,12,0,6,,26,2,81,9,,2,5,4,1,,,,,231.5,2023,pitcher,0.0,4.0,3.0,1.0,72.0,22.0,2.75,0.0,294.0,1113.0,0.65,0.14,0.15,0.45,0.22,0.07,1.056,0.257,10.1,3.12,72.0
Steven Matz,32,679,Maj-NL,St. Louis,25,,410,48,108,23,1,11,,32,0,98,3,,2,8,13,1,,,,,258.95,2023,pitcher,17.0,4.0,7.0,,105.0,45.0,3.86,1.0,449.0,1866.0,0.65,0.17,0.11,0.46,0.24,0.06,1.333,0.32,8.4,3.06,105.0
Tim Mayza,31,627,Maj-AL,Toronto,70,,201,10,51,12,0,2,,15,3,53,0,,1,7,3,1,,,,,171.65,2023,pitcher,0.0,3.0,1.0,1.0,53.2,9.0,1.51,0.0,217.0,814.0,0.63,0.2,0.09,0.59,0.23,0.02,1.23,0.333,8.9,3.53,53.2
Shane McClanahan,26,689,Maj-AL,Tampa Bay,21,,428,42,95,20,3,15,,41,0,121,0,,0,9,7,1,,,,,337.65,2023,pitcher,21.0,11.0,2.0,,115.0,42.0,3.29,0.0,469.0,1821.0,0.67,0.16,0.16,0.45,0.23,0.07,1.183,0.274,9.5,2.95,115.0
Scott McGough,33,646,Maj-NL,Arizona,63,,266,40,60,15,0,14,,30,2,86,2,,3,3,1,1,,,,,203.55,2023,pitcher,1.0,2.0,7.0,9.0,70.1,37.0,4.73,0.0,301.0,1234.0,0.64,0.16,0.14,0.49,0.22,0.05,1.28,0.272,11.0,2.87,70.1
Collin McHugh,36,655,Maj-NL,Atlanta,41,,239,34,70,10,0,5,,22,1,47,4,,0,5,3,1,,,,,114.89999999999999,2023,pitcher,1.0,4.0,1.0,,58.2,28.0,4.3,0.0,268.0,1018.0,0.64,0.17,0.11,0.45,0.29,0.05,1.568,0.348,7.2,2.14,58.2
Luis Medina,24,632,Maj-AL,Oakland,23,,427,73,109,31,3,14,,57,2,106,8,,3,9,7,3,,,,,224.85000000000002,2023,pitcher,17.0,3.0,10.0,,109.2,66.0,5.42,2.0,495.0,1945.0,0.61,0.15,0.11,0.44,0.27,0.06,1.514,0.306,8.7,1.86,109.2
Tylor Megill,27,630,Maj-NL,New York,25,,500,76,141,25,0,18,,58,0,105,6,,2,19,11,3,,,,,241.74999999999997,2023,pitcher,25.0,9.0,8.0,,126.1,66.0,4.7,4.0,567.0,2235.0,0.6,0.15,0.09,0.44,0.24,0.05,1.575,0.325,7.5,1.81,126.1
Julian Merryweather,31,631,Maj-NL,Chicago,69,,265,28,58,6,0,8,,36,0,98,1,,1,4,6,4,,,,,249.5,2023,pitcher,0.0,5.0,1.0,2.0,72.0,27.0,3.38,0.0,303.0,1229.0,0.64,0.17,0.15,0.42,0.22,0.07,1.306,0.313,12.3,2.72,72.0
Keynan Middleton,29,631,Maj-AL,"Chicago,New York",51,,187,20,40,4,0,8,,23,0,64,1,,0,3,4,2,,,,,168.1,2023,pitcher,0.0,2.0,2.0,2.0,50.2,19.0,3.38,1.0,212.0,856.0,0.66,0.14,0.17,0.56,0.17,0.03,1.243,0.278,11.4,2.78,50.2
Miles Mikolas,34,629,Maj-NL,St. Louis,35,,802,110,226,50,5,26,,39,0,137,8,,8,14,12,5,,,,,351.7,2023,pitcher,35.0,9.0,13.0,,201.1,107.0,4.78,1.0,860.0,3197.0,0.67,0.18,0.07,0.39,0.27,0.07,1.316,0.309,6.1,3.51,201.1
Wade Miley,36,633,Maj-NL,Milwaukee,23,,443,44,99,22,1,16,,38,0,79,3,,3,14,2,3,,,,,263.25,2023,pitcher,23.0,9.0,4.0,,120.1,42.0,3.14,4.0,490.0,1873.0,0.63,0.18,0.08,0.47,0.19,0.08,1.139,0.236,5.9,2.08,120.1
Bobby Miller,24,621,Maj-NL,Los Angeles,23,,471,56,109,22,3,12,,34,0,120,6,,4,9,15,1,,,,,326.6,2023,pitcher,23.0,11.0,5.0,,126.0,55.0,3.93,1.0,516.0,2013.0,0.65,0.17,0.11,0.47,0.24,0.05,1.135,0.283,8.6,3.53,126.0
Bryce Miller,24,633,Maj-AL,Seattle,25,,501,64,124,36,0,18,,26,0,119,7,,2,9,6,4,,,,,315.8,2023,pitcher,25.0,8.0,7.0,,131.1,63.0,4.32,2.0,537.0,2095.0,0.67,0.15,0.11,0.35,0.28,0.08,1.142,0.29,8.2,4.58,131.1
Hoby Milner,32,626,Maj-NL,Milwaukee,75,,243,16,51,9,1,5,,13,0,61,2,,2,8,0,1,,,,,208.9,2023,pitcher,0.0,2.0,1.0,,66.2,13.0,1.76,0.0,260.0,1054.0,0.65,0.22,0.08,0.5,0.22,0.07,0.96,0.257,8.2,4.69,66.2
